Title,Technology Broad Category,Technology Mid-Type,Technology Sub-Type,Status,Description,Rated Power (kW),Duration (hours),Latitude,Longitude,Image,Service / Use Cases,Street Address,City,State,Postal Code,Country,URL,Announced,Commissioned,Constructed,Decommissioned,isoRto,Utility,Utility Type,Grid Interconnection,Paired Grid Resource,Ownership Model,Equity Owner 1,Equity Owner 1 Percent,Equity Owner 2,Equity Owner 2 Percent,Energy Storage Technology Provider,Power Electronics Provider,Integrator Company,O&M Contractor,Developer,EPC 1,EPC 2,EPC 3,Debt Provider,Projected Project Lifetime (Years),Performance,Capital Expenditure,Operating Expense,Funding Source 1,Funding Source Detail 1,Funding Amount 1,Funding Source 2,Funding Source Detail 2,Funding Amount 2,Funding Source 3,Funding Source Detail 3,Funding Amount 3,Research Institution,Research Description,Research Institution URL,Contact Name,Contact Email,Contact Phone,Contact Street Address,Contact City,Contact State/Province,Contact Zip,Contact Country,Black Start,Demand Response,Distribution upgrade due to solar,Distribution upgrade due to wind,Electric Bill Management,Electric Bill Management with Renewables,Electric Energy Time Shift,Electric Supply Capacity,Electric Supply Reserve Capacity - Non-Spinning,Electric Supply Reserve Capacity - Spinning,Frequency Regulation,Grid-Connected Commercial (Reliability & Quality),Grid-Connected Residential (Reliability),Load Following (Tertiary Balancing),Microgrid Capability,On-Site Power,Onsite Renewable Generation Shifting,Ramping,Renewables Capacity Firming,Renewables Energy Time Shift,Resiliency,Stationary Transmission/Distribution Upgrade Deferral,Transmission Congestion Relief,Transmission Support,Transmission upgrades due to solar,Transmission upgrades due to wind,Transportable Transmission/Distribution Upgrade Deferral,Transportation Services,Voltage Support,qqqq,rrrr
DobÅ¡inÃ¡ I Pumped Storage Power Station,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,"SlovakiaÂ´s first larger pumped storage power plant, the DobÅ¡inÃ¡ power plant has been operated since 1953. Following its reconstruction in 2003, its power has increased to 2 x 12 MW. It has a horizontal layout - at one axis it has in the middle a motor-generator and on the one side a Francis turbine and on the other a high-pressure pump. It is also interesting in that it moves water from the Hnilec catchment to the SlanÃ¡ catchment area.",24000,0,48.8207511,20.37,,"Electric Energy Time Shift, Electric Supply Capacity, Electric Supply Reserve Capacity - Spinning, Frequency Regulation, Voltage Support, ",,DobÅ¡inÃ¡,Kosice,,Slovakia,http://www.seas.sk/en/power-plants/fuel-type/hydro/dobsina-hpp,,01-01-1953,,,,,,Transmission,,Third-Party-Owned,SlovenskÃ© ElektrÃ¡rne,0,,,"Sulzer, Skoda",,,,,,,,,0,Annual Generation: 60.03 GWh,0,0,,,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,
Flatiron Powerplant,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,"The Flatiron Powerplant discharges into Flatiron Reservoir, which regulates the water for release to the foothills storage and distribution system. The afterbay storage in Flatiron Reservoir and the forebay storage in Pinewood Lake enable Flatiron Powerplant to meet daily power loads. The Flatiron reversible pump (Unit 3) lifts water from Flatiron Reservoir, a maximum of 297 feet, and delivers it through Carter Lake pressure conduit and tunnel to Carter Lake. When the flow is reversed, the unit acts as a turbine-generator and produces electric energy.  Flatiron units one and two are on AGC and provide VAR support and are occasionally used for spinning reserve.",8500,0,40.364905,-105.24,,"Electric Energy Time Shift, Electric Supply Reserve Capacity - Spinning, Frequency Regulation, Load Following (Tertiary Balancing), Voltage Support, ",,Loveland,Colorado,80537,United States,http://www.usbr.gov/projects/Powerplant.jsp?fac_Name=Flatiron+Powerplant,,01-01-1954,,,,,,Transmission,,Third-Party-Owned,Bureau of Reclamation,100,,,,,,,,,,,,0,Performance metrics not available.,0,0,,,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,
Gobantes Hydroelectric Power Station,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,"Spain is facing many challenges trying to integrate a large amount of renewable energy (wind and solar) into real-time dispatch of its power generation to meet electricity demand. To meet sustainable criteria for grid stability and reliability, the major utilities in Spain are looking into alternative storage projects, and especially pumped storage projects. Spain has one of the most dynamic markets for pumped storage in southern Europe with a total installed capacity of 5, 350 MW in operation against a total estimated potential of 13,000 MW. Spain is slated to construct additional projects in the coming decades. One government report on renewable energy plans for 2011-2020 estimates a target installed capacity of about 6,300 MW by 2015 and 8,800 MW by 2020. Iberdrola, Gas Natural Fenosa (GNF), and Endesa are the three main utilities that are expected to undertake these developments to fulfill the government objective.",3600,0,36.95558,-4.8,,"Electric Supply Capacity, Electric Energy Time Shift, ",,Gobantes,Andalucia,,Spain,www.endesa.com,,01-01-1955,,,,,,Transmission,,Third-Party-Owned,Endesa,0,,,,,,,,,,,,0,,0,0,,,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
Reisach Pumped Storage Power Station,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,"Reisach Pumped Storage Power Station belongs to the Jansen Power Plant Group, which utilizes the waters of the Pfreimd and includes two other hydroelectric power plants, TanzmÃ¼hle and Trausnitz. This group was recently acquired by the GDF Suez subsidiary Electrabel from the previous owner, EÂ·ON.  Reisach and TanzmÃ¼hle are both capable of pumping water into and drawing water from the same upper basin, Rabenleite Reservoir.  See this link for an interesting animation of how the Jansen Power Plant group works: http://goo.gl/IxfCJI",99000,3,49.529869,12.29,,"Electric Energy Time Shift, Electric Supply Capacity, ",SeestraÃŸe 6,Trausnitz,Bavaria,09655 741,Germany,https://www.gdfsuez-energie.de/static/de/erzeugung/pfremid/pfreimd-start.swf,,01-01-1955,,,,GDF Suez,Investor Owned,Transmission,,Utility-Owned,GDF Suez,100,,,,,,Electrabel,Energieversorgung Ostbayern (OBAG),,,,,0,,0,0,,,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
Kaprun Upper Stage Pumped Storage Power Plant,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,"History of the Power Plant  The initial planning for the power plant facilities in the Kaprun Valley date back to the &quot;centralisation project&quot; of the Allgemeine ElektricitÃ¤tsgesellschaft (AEG) Berlin [General Power Company]. The planned pooling of all the water from the Hohe Tauern into the Kaprun Valley was interrupted due to the outbreak of the global economic crisis at the beginning of the 1930&#039;s. With Austria&#039;s annexation to the German Reich in the spring of 1938, the project was once again made a high priority and re-designed under the head of the newly founded Alpen Elektrowerke AG (AEW [Alpine Power Company]), Hermann Grengg. The new plans contemplated a two stage pumped storage power plant with an upper storage reservoir on the Mooserboden and Wasserfallboden storage lakes above the Limberg Alp. The construction work began with the construction of new and expansion of existing access roads to the construction sites, in particular to the Kapruner Winkel [Kaprun Corner], the building site of the Hauptstufe [main stage] power house, and to the Limberg Alp. When the war ended, the Hauptstufe power house and a makeshift dam on the Wasserfallboden were ready for operation.  Construction of the Oberstufe [upper stage] power house could not begin, however until completion of the Limberg dam, which was to connect airside to the new structure. In the final phase of the work on the barrier, more and more attention was given to the archtectonic design of the Limberg power house. To this end, an invitation to tender was held to design of the crown of dam and powerhouse with architect Harald Bauer&#039;s design being selected. For the power house however, the third-placed architect Edith Lassmann&#039;s design was selected.  The contract was awarded at the beginning of 1951 and the excavation work for the power house to be attached to the nearly completed dam began immediately thereafter. Between May and August 1951 alone, around 10,000 mÂ³ of rock was removed from the area of the foundations for the new power house. The construction materials were transported via a tow-railway from the Bruck/Fusch station to the Kapruner Winkel and from there taken to the Limberg site with a cement cable railway.  In 1953 the construction work on the main structure was completed. Construction on the stilling basin continued until June 1954 since the final form was not set until after extensive studies and model tests had been carried out by the planning department of Tauernkraftwerke AG.  The first machine set was commissioned on 14 November 1954, the second on1 December 1955. Both of the MÃ¶ll connecting bridge pumps in the pump cave next to the Drossensperre retaining wall followed on 28 May 1956.  The barracks, equipment and auxiliary cable railway set up for the construction of the dams and power house were removed after construction was completed.",113000,0,47.3648489,12.64,,"Electric Energy Time Shift, Electric Supply Capacity, ",,Limberg,Salzburg,,Austria,http://www.verbund.com/pp/en/pumped-storage-power-plant/kaprun-upper-stage,,01-01-1956,,,,,,,,Third-Party-Owned,VERBUND Hydro Power AG,100,,,,,,,,,,,,0,,0,0,,,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
FuÅ¾ine Pumped Hydro Storage Power Plant,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,"The Vinodol hydro power system uses the waters of the basins of Lokvarka (including KriÅ¾ brook) and LiÄanka (Bajer, Lepenica and PotkoÅ¡ reservoirs) and a few other smaller streams. While this catchment area is not large (about 80 km2), the energy value of this system is confirmed by the fact that the catchment area is located at a height above 700 m and that the gross head of the Vinodol power plant is 658 m, which is one of the highest heads of hydroelectric facilities achieved in Europe. The construction of the facilities began in 1939 and the system has been in operation since 1952. With the aim to increase production, the system was expanded in 1985 to include the pump storage power plant Lepenica.  The main parts of the Vinodol power plant are Lokvarka dam and reservoir, FuÅ¾ine pump storage power plant and Bajer reservoir, Lepenica dam and reservoir, Lepenica pump storage plant, KriÅ¾ pumping station, LiÄ pumping station, Lokvarka-LiÄanka tunnel, KriÅ¾ connecting tunnel, LiÄ pipeline, Kobljak-Razromir tunnel, penstock and powerhouse of Vinodol power plant.  Energy data:  Installed flow: Qi = 10 m3/s in Turbine mode, 9 m3/s in pumping mode Net head: H = 37 m Installed capacity: 4.6 MW (turbine mode) Motor power: 4.8 (in pumping mode)",4600,0,45.3049852,14.71,,"Electric Energy Time Shift, Electric Supply Capacity, ",,FuÅ¾ine,Promorje-Gorski Kotar County,,Croatia,http://www.hep.hr/proizvodnja/en/basicdata/hydro/west/vinodol.aspx#fuzine,,01-01-1957,,,,,,,,Third-Party-Owned,HEP Proizvodnja,0,,,,,,,,,,,,0,"1,8 GWh 2012 Production",0,0,,,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
Argentat Pumped Storage Power Station,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,"The power plant is located at the Argentat Dam on the Dordogne River and uses bulb turbines. The plant&#039;s technical features include foundations 34 meters high, a crest length of 196 meters, a crest width of 27.35 meters, a base width of 35.50 meters, and a dam volume of 85,000 m3.",48000,0,45.10418,1.95,,"Electric Energy Time Shift, Electric Supply Capacity, ",Barrage d&#039;Argentat,Argentat,Correze,,France,http://fr.wikipedia.org/wiki/Barrage_d&#039;Argentat,,01-01-1957,,,,Ã‰lectricitÃ© de France (EDF),Investor Owned,Transmission,,Utility-Owned,Ã‰lectricitÃ© de France (EDF),0,,,"Voest, Alsthom-Jeumont",,,,Ã‰lectricitÃ© de France (EDF),,,,,0,,0,0,,,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
LÃ¼nerseewerk Pumped Hydro Storage Plant,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,"The LÃ¼nerseewerk is primarily used as a pumped storage plant built in 1958.   The power house of the LÃ¼nerseewerkes is a typical construction of the 50s. Even in the wake of modernization in the powerhouse Illwerke are trying to take on the architecture of consideration and to obtain the greatest possible extent.  Technical features The LÃ¼nerseewerk was at the time of commissioning the most powerful pumped storage plant in the world. The penstock to LÃ¼nerseewerk was conducted freely concrete benchmarks, the transmission of the anchor forces was not made",232000,0,47.0531826,9.75,,"Electric Supply Capacity, Electric Energy Time Shift, ",,Luenersee,6773 Vandans,,Austria,http://www.illwerke.at/inhalt/at/192.htm,,01-01-1958,01-01-1954,,,,,,,Utility-Owned,Vorarlberger Illwerke AG,0,,,,,,,,,,,,0,,0,0,,,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
Happurg Pumped Storage Power Plant,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Offline/Under Repair,"The Happurg Pumped Storage Power Plant utilizes four Francis turbine sets and a 209 meter elevation drop between the upper reservoir and the lower basin, Happurger Lake.   In January 2011, the upper reservoir began to leak. Its water was drained into the lower lying lake and owner/operator EÂ·ON found that the reservoir was in need of an overhaul. The rehabilitation project is currently underway and the power plant is expected to return to operation in 2017.",160000,5.62,49.48711,11.47,,"Electric Energy Time Shift, Electric Supply Capacity, ",HauptstraÃŸe 26,Happurg,Bavaria,91230,Germany,http://n-land.de/lokales/lok-detail/datum/2013/07/25/wassermassen-auf-der-bdquotiefgarageldquo.html#.UgcO5dJn-70,,01-01-1958,,,,EÂ·ON,Investor Owned,Transmission,,Utility-Owned,EÂ·ON,100,,,Voith,,,,FrÃ¤nkischen Ãœberlandwerk,,,,,0,,0,0,,,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
Gougra Pumped Hydro Storage Power Station,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,"The Motrices Gougra Forces use of water power from the Val d&#039;Anniviers Valley Turtmann through Moiry dam built in 1954 above Grimentz.Â It is 148 meters high and 610 meters long.Â The water reservoir feeds the plants Mottec, Vissoie and Chippis (Navizence).",164000,0,46.291289,7.54,,"Electric Energy Time Shift, Electric Supply Capacity, ",,Sierre,Valais,,Switzerland,http://www.alpiq.com/what-we-offer/our-assets/hydropower/storage-power-plants/gougra-storage-power-station.jsp,,01-01-1958,01-01-1954,,,,,Transmission,,Third-Party-Owned,Alpiq,54,,,,,,,,,,,,0,Annual Production: 537 GWh (2012),0,0,,,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
Sir Adam Beck Hydroelectric Generating Station,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,"The 174 megawatt Sir Adam Beck Pump Generating Station and its 300-hectare reservoir were constructed concurrent with the Sir Adam Beck II Generating Station.  Water diverted to the Sir Adam Beck generating complex is typically pumped into the reservoir at night so it can be used to generate electricity during subsequent periods of high electricity demand. Six mixed-flow variable-pitch reversible pump-turbines are installed at the pump generating station. The six pumps are capable, in a period of about eight hours, of filling the reservoir.",174000,6,43.1444964,-79.04,,"Electric Energy Time Shift, Electric Supply Capacity, ",14000 Niagara Parkway,Niagara-on-the-Lake,Ontario,L0S 1J0,Canada,http://www.opg.com/power/hydro/niagara_plant_group/adambeckpgs.asp,,01-01-1958,,,IESO,,,Transmission,,Third-Party-Owned,Ontario Power Generation,0,,,,,,,,,,,,0,Performance metrics not available.,0,0,,,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
TanzmÃ¼hle Pumped Storage Power Plant,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,"TanzmÃ¼hle is a combined pumped storage and traditional power plant in the town of TÃ¤nnesberg along the River Pfreimd in the OberpfÃ¤lzer Forest. The traditional hydroelectric component is rated at 3.3 MW while the pumped storage component is rated at 35 MW while generating and 25 MW while pumping. The plant is a member of the Jansen Power Plant Group, which utilizes the waters of the Pfreimd and includes two other hydroelectric power plants, Reisach and Trausnitz.  TanzmÃ¼hle is connected via tunnel to two elevated reservoirs, the off-stream Rabenleite Reservoir and the KainzmÃ¼hl Reservoir, which is created by a dam upstream on the Pfreimd. This allows TanzmÃ¼hle to draw water from one reservoir to generate electricity and pump it up to the other reservoir for storage.  The plant&#039;s traditional hydroelectric component draws running water from the Pfreimd and releases it back into the river. It may later be pumped up to the Rabenleite Reservoir by Reisach Power Plant or used to generate electricity by the traditional hydroelectric plant, Trausnitz.   See this link for an interesting animation of how the Jansen Power Plant group works: http://goo.gl/IxfCJI",35000,3,49.552216,12.28,,"Electric Energy Time Shift, Electric Supply Capacity, ",TanzmÃ¼hle,TÃ¤nnesberg,Bavaria,92723,Germany,https://www.gdfsuez-energie.de/static/de/erzeugung/pfremid/pfreimd-start.swf,,01-01-1959,,,,GDF Suez,Investor Owned,Transmission,,Utility-Owned,GDF Suez,100,,,,,,Electrabel,Energieversorgung Ostbayern (OBAG),,,,,0,,0,0,,,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
Gaudalami Hydro Power Station,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,"Pumped hydro was first used in Italy and Switzerland in the 1890&#039;s.Â  In essence, hydro pumped storageÂ is electricity generated from the kinetic energy of falling water. This water is pumped into storage reservoirs using excess power during low demand periods and then released during high demand periods.",80000,0,37.9937488,13.29,,"Electric Supply Capacity, Electric Energy Time Shift, ",,Piana Degli Albanesi,Sicily,,Italy,http://www.enel.it/it-IT/impianti/mappa/dettaglio/guadalami-piana-degli-albanesi/p/090027d98192f9cd,,01-01-1960,,,,Enel,Investor Owned,Transmission,,Utility-Owned,Enel Greenpower,0,,,,,,,,,,,,0,,0,0,,,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
Leitzachwerk II,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,"Between 1958 and 1960, a second pumped storage power plant was added near Leitzachwerk 1 on Seehamer Lake. While Leitzachwerk 1 uses Francis turbines to generate electricity, the Leitzachwerk 2 plant uses two Kaplan turbines rated at 24.6 MW each.",49200,11.25,47.8483283,11.86,,"Electric Energy Time Shift, Electric Supply Capacity, ",Seehamer See,Vagen,Bavaria,,Germany,http://www.swm.de/dms/swm/pressemitteilungen/2013/07/versorgung20130730/Pressemitteilung%20vom%2030.07.2013.pdf,,01-01-1960,01-01-1958,,,Stadtwerke MÃ¼nchen,Public Owned,Transmission,,Utility-Owned,Stadtwerke MÃ¼nchen,0,,,"Voith, Escher-Wyss",,,,,,,,,0,,0,0,,,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
Ananaigawa Hydroelectric Power Station,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,"Environmentally friendly hydroelectric power is well suited to Japan&#039;s unique topographical characteristics and climate, which provides abundant rainfall. Although hydroelectric power was once a main source of energy, the ratio of hydroelectric to thermal power has been reversed since 1959. Hydroelectric power plants can quickly be adjusted, and this makes hydroelectricity ideal for the role of compensating for potential shortfalls to meet peak demand. Pumped storage hydroelectric power plants, which pump in water during low-demand evening hours and use it to generate power during peak hours, have become the mainstream of hydroelectric power generation in recent years in Japan.",13500,0,33.6037185,133.69,,"Electric Energy Time Shift, Electric Supply Capacity, ",,Kami,KÅchi,,Japan,http://www.yonden.co.jp/english/,,01-01-1961,,,,Shikoku Electric Power Company,Investor Owned,Transmission,,Utility-Owned,Shikoku Electric Power Company,0,,,,,,,,,,,,0,,0,0,,,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
Hatanagi No. 1 Pumped Hydro Power Station,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,"The Hatanagi-I (ç•‘è–™ç¬¬ä¸€ãƒ€ãƒ )) is a dam on the ÅŒi River in Aoi-ku, Shizuoka, Shizuoka Prefecture on the island of HonshÅ«, Japan. With a height of 125 metres (410 ft), it is the tallest hollow-core concrete gravity dam in the world. It has a hydroelectric power generating station owned by the Chubu Electric Power Company. It supports a 137 MW pumped-storage hydroelectric power station.  http://en.wikipedia.org/wiki/Hatanagi-I_Dam",137000,0,35.308032,138.2,,"Electric Energy Time Shift, Electric Supply Capacity, ",,Aoi-ku,Shizuoka,,Japan,http://www.chuden.co.jp/english/resource/ir/eirl_investorsdatabook_2013_09.pdf,,01-01-1961,01-01-1957,,,,Investor Owned,,,Utility-Owned,Chubu Electric Power Company,0,,,,,,,,,,,,0,,0,0,,,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
Taum Sauk Hydroelectric Power Station,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,"The Taum Sauk pumped storage plant is located in the St. Francois mountain region of the Missouri Ozarks approximately 90 miles (140 km) south of St. Louis near Lesterville, Missouri in Reynolds County. The pumped-storage hydroelectric plant, operated by the AmerenUE electric company, was designed to help meet peak power demands during the day. Electrical generators are turned by water flowing from a reservoir on top of Proffit Mountain into a lower reservoir on the East Fork of the Black River. The generators and turbines at river level are reversible, and at night the excess electricity available on the power grid is used to pump water back to the mountaintop.  The Taum Sauk plant is notable in that it is a pure pump-back operation â€“ there is no natural primary flow available for generation, unlike most other pumped storage sites. It was among the largest such projects when it was built. Construction of the Taum Sauk plant began in 1960 and operation began in 1963. The two original reversible pump-turbine units were each capable of generating 175 megawatts of power. They were upgraded in 1999 to units capable of 225 megawatts each.  The plant was out of operation after the upper reservoir suffered a catastrophic failure on December 14, 2005, until the rebuilt and recertified structure started producing power again on April 21, 2010. The new upper reservoir dam, rebuilt from the ground up, is the largest roller-compacted concrete dam in North America. The plant was named an IEEE Milestone in 2005.",440000,8,37.4537502,-90.84,,"Electric Energy Time Shift, Electric Supply Capacity, ",,Lesterville,Missouri,,United States,,,01-01-1963,01-01-1960,,MISO,Ameren,Investor Owned,Transmission,,Utility-Owned,Ameren Missouri,100,,,,,,,,,,,,0,Performance metrics not available.,0,0,,,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
Villa Gargnano Hydro Power Station,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,"Pumped hydro was first used in Italy and Switzerland in the 1890&#039;s.Â  In essence, hydro pumped storageÂ is electricity generated from the kinetic energy of falling water. This water is pumped into storage reservoirs using excess power during low demand periods and then released during high demand periods.",137200,0,45.6885992,10.66,,"Electric Supply Capacity, Electric Energy Time Shift, ",,Gargnano,Brescia,,Italy,http://www.enel.it/it-IT/impianti/mappa/dettaglio/gargnano/p/090027d98192f85f,,01-01-1964,,,,Enel,Investor Owned,Transmission,,Utility-Owned,Enel,0,,,,,,,,,,,,0,,0,0,,,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
Puente Bibey Hydroelectric Power Station,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,"Puente Bibey hydropower plantis aÂ hydroelectric power plantÂ inÂ Spain, of aÂ pumped storage power plantÂ .It is located in the riverÂ BibeyÂ and associated water trayBaodemningenÂ .Â The installed capacity is 315Â MWÂ .It has reversibleturbinesÂ and two water reservoirs.",315000,0,42.310337,-7.23,,"Electric Supply Capacity, Electric Energy Time Shift, ",,Manzaneda,Galicia,,Spain,http://www.iberdrola.com/webibd/corporativa/iberdrola?IDPAG=ENWEBCONLINLIBESPRODPOTINSTHID,,01-01-1964,,,,,,Transmission,,Third-Party-Owned,Iberdrola,0,,,,,,,,,,,,0,,0,0,,,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
Erzhausen Pumped Storage Power Plant,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,The pumped storage power plant Erzhausen in Lower Saxony was commissioned in 1964 after a ten-year construction phase by PreussenElektra (later called E.ON).  At the beginning of 2009 Statkraft took over the pumped-storage power plant Erzhausen which has an installed capacity of 220 MW. The yearly electricity generation is variable and dependent on the electricity demand.   The Erzhausen pumped storage power plant works with four Francis-Spiral turbines and is primarily used for peak power needs as well as to support the power frequency.,220000,4.67,51.8989299,9.93,,"Electric Energy Time Shift, Electric Supply Capacity, Electric Supply Reserve Capacity - Spinning, Frequency Regulation, ",Unterbecken,Erzhausen,Lower Saxony,,Germany,http://www.statkraft.com/energy-sources/power-plants/,,01-01-1964,,,,,,Transmission,,Third-Party-Owned,Statkraft,0,,,"Voith, Siemens",Allgemeine ElektricitÃ¤ts-Gesellschaft,,,,PreussenElektra (later called E.ON),,,,0,RTE: 75%,0,0,,,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
Glems Pumped Storage Power Plant,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,"The Glems Pumped Storage Power Station was acquired by EnBW in 2003. It&#039;s capacity of 90 MW comes from two Francis Turbines rated at 45 MW each. The maximum power in pumping mode is 68 MW. While the plant can generate for 6.5 hours before emptying the upper reservoir, the plant&#039;s two pumps take 11 hours completely fill the upper reservoir back up again.",90000,6.5,48.5071632,9.29,,"Electric Energy Time Shift, Electric Supply Capacity, ",Glems-unterbecken,Metzingen,Baden-WÃ¼rttemberg,,Germany,http://www.gea.de/region+reutlingen/neckar+erms/pumpspeicherkraftwerk+in+glems+lecks+per+knopfdruck+schliessbar.2714095.htm,,01-01-1964,01-01-1962,,,Energie Baden-WÃ¼rttemberg (EnBW),Investor Owned,Transmission,,Utility-Owned,EnBW,0,,,Escher-Wyss,,,,Technischen Werke der Stadt Stuttgart,,,,,0,Round Trip Efficiency: 74%,0,0,,,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
Alto RabagÃ£o Hydro Power Plant,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,"The Alto RabagÃ£o Dam, built in 1964 is one of the largest in Portugal and forms a large artificial lake with a rectangular format, 4 kms wide and almost 20 km long. The dams water source is provided via the RabagÃ£o River.The dam is 94 meters high and has a water volume capacity of 1,117,000 m3.",68000,14310.33,41.737703,-7.85,,"Electric Energy Time Shift, Electric Supply Capacity, ",Viade de Baixo,Pisoes,Montalegre,,Portugal,http://www.a-nossa-energia.edp.pt/centros_produtores/empreendimento.php?item_id=26,,01-01-1964,,,,Energias de Portugal (EDP),Investor Owned,,,Utility-Owned,Energias de Portugal (EDP),0,,,,,,MAGOP,,Hidro-ElÃ©ctrica do CÃ¡vado,,,,0,,0,0,,,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
